resource_callsign,callsign_type,incident_number,call_time,revised_incident_type,assigned_time,mobile_time,on_scene_time,available_time,callsign_station,alias_1,initial_incident_type,initial_role,final_role,actual_role,riders,assign_order,mob_reason,lat,long,details,classification,geometry,pixel_value,suitability_or,suitability,suitability2
C081,PRL,FW006657-01022023,2023-02-01 14:16:45.910,SEC,2023-02-01 14:18:47.147,2023-02-01 14:20:15.417,2023-02-01 14:26:47.267,2023-02-01 15:01:28.293,Billesley,C08,SECONDARY FIRE,,PUMPING,Pumping,5,1,Initial Response,52.4277145293325,-1.85566876494489,LARGE FIRE IN BUSHES NEXT TO RAIL TRACK NOT EMBANKMENT  WHERE IT MEETS ROBIN HOOD LANE  NEAR TO BOTTOM WHERE CURVE IS  CALLER WILL MEET YOU in attendance,Class 4,POINT (409910.583382178 281089.4006680617),0.4966475,2.58,2.58,0.29710142611455725
C085,BRV,FW006658-01022023,2023-02-01 14:18:47.343,SEC,2023-02-01 14:20:00.333,2023-02-01 14:22:28.670,,2023-02-01 14:25:08.300,Billesley,C08,SECONDARY FIRE,,PUMPING,Pumping,3,1,Initial Response,52.4379753875735,-1.92827374594816,NR TO NUMBER 55  SMOKING ISSUES FROM LITTER BIN,Class 2,POINT (404972.60725850594 282223.38446973515),0.73739904,4.15,4.15,0.865942069986392
C085,BRV,FW006658-01022023,2023-02-01 14:18:47.343,SEC,2023-02-01 14:25:16.477,2023-02-01 14:25:19.037,,2023-02-01 14:25:42.930,Billesley,C08,SECONDARY FIRE,,PUMPING,Pumping,3,2,Initial Response,52.4379753875735,-1.92827374594816,NR TO NUMBER 55  SMOKING ISSUES FROM LITTER BIN,Class 2,POINT (404972.60725850594 282223.38446973515),0.73739904,4.15,4.15,0.865942069986392
C085,BRV,FW006658-01022023,2023-02-01 14:18:47.343,SEC,2023-02-01 14:28:36.897,2023-02-01 14:28:44.843,2023-02-01 14:28:45.423,2023-02-01 14:29:42.277,Billesley,C08,SECONDARY FIRE,,PUMPING,Pumping,3,3,Initial Response,52.4379753875735,-1.92827374594816,NR TO NUMBER 55  SMOKING ISSUES FROM LITTER BIN,Class 2,POINT (404972.60725850594 282223.38446973515),0.73739904,4.15,4.15,0.865942069986392
C071,PRL,FW006659-01022023,2023-02-01 14:24:50.673,FAE,2023-02-01 14:26:39.797,2023-02-01 14:29:33.097,2023-02-01 14:31:04.137,2023-02-01 14:39:24.880,Ladywood,C07,SMOKE DETECTOR,,PUMPING,Pumping,5,2,Initial Response,52.4731748325197,-1.93451768343098,SMOKE ALARM IS INTERMITTENTLY ACTUATING ON AND OFF  2 FLOORS WITH 2 FLATS CALLER IS NOT in attendance BUT HAS SPOKEN TO A RESIDENT WHO MENTIONED POTENTIAL COOKING  ,Class 4,POINT (404544.6329936281 286138.3586513229),0.7629305,3.41,3.41,0.5978261235756326
C075,BRV,FW006659-01022023,2023-02-01 14:24:50.673,FAE,2023-02-01 14:26:39.783,2023-02-01 14:28:40.137,2023-02-01 14:30:00.000,2023-02-01 14:41:59.400,Ladywood,C07,SMOKE DETECTOR,,PUMPING,Pumping,3,1,Initial Response,52.4731748325197,-1.93451768343098,SMOKE ALARM IS INTERMITTENTLY ACTUATING ON AND OFF  2 FLOORS WITH 2 FLATS CALLER IS NOT in attendance BUT HAS SPOKEN TO A RESIDENT WHO MENTIONED POTENTIAL COOKING  ,Class 2,POINT (404544.6329936281 286138.3586513229),0.7629305,3.41,3.41,0.5978261235756326
D089,BSV,FW006667-01022023,2023-02-01 15:02:48.060,SSC,2023-02-01 15:04:34.503,2023-02-01 15:13:46.707,2023-02-01 15:31:33.573,2023-02-01 16:08:05.447,West Bromwich,D08,FS ISSUE,,BSV,BSV,1,1,Initial Response,52.5171333566364,-2.10544034215381,REQUEST FOR D089 TO BE ASSIGNED POTENTIAL PROHIBITION,Class 1,POINT (392941.62543519394 291031.32367685315),0.74008685,2.98,2.98,0.44202899740063284
C065,BRV,FW006677-01022023,2023-02-01 15:16:55.977,SSC,2023-02-01 15:19:02.583,2023-02-01 15:20:49.177,2023-02-01 15:23:21.913,2023-02-01 15:28:10.773,Northfield,C06,SSC,,PUMPING,Pumping,2,1,Initial Response,52.3998875007745,-1.98734543012205,*risk based crewing 3* PARTNER STUCK IN BATH WITH HAND NOW WEDGED BEHIND THE HAND RAIL AS ATTEMPTING TO GET IN  UPSTAIRS BATHROOM,Class 1,POINT (400957.47230919905 277984.38564440777),0.60254234,--,--,0.5199768343213695
D051,PRL,FW006680-01022023,2023-02-01 15:43:10.347,FDR,2023-02-01 15:45:02.657,2023-02-01 15:46:05.000,2023-02-01 15:48:08.103,2023-02-01 15:55:49.180,Stourbridge,D05,FIRE,,PUMPING,Pumping,5,1,Initial Response,52.4562734284256,-2.14576408224473,CAFE NERO  PLUG SOCKET HAS BLEW UP AND PRODUCING SMOKE  AND BLUE SPARK INITIALLY,Class 4,POINT (390191.60032207554 284266.41784137883),0.46276283,2.87,2.87,0.4021738764243674
D051,PRL,FW006680-01022023,2023-02-01 15:43:10.347,FDR,2023-02-01 15:45:02.000,2023-02-01 15:46:26.000,2023-02-01 15:48:08.000,2023-02-01 16:10:16.887,Stourbridge,D05,FIRE,PRL,PRL,Pumping,5,3,Reinforcements,52.4562734284256,-2.14576408224473,CAFE NERO  PLUG SOCKET HAS BLEW UP AND PRODUCING SMOKE  AND BLUE SPARK INITIALLY,Class 4,POINT (390191.60032207554 284266.41784137883),0.46276283,2.87,2.87,0.4021738764243674
D025,BRV,FW006680-01022023,2023-02-01 15:43:10.347,FDR,2023-02-01 15:45:02.673,2023-02-01 15:49:21.700,,2023-02-01 15:56:12.130,Brierley Hill,D02,FIRE,,PUMPING,Pumping,3,2,Initial Response,52.4562734284256,-2.14576408224473,CAFE NERO  PLUG SOCKET HAS BLEW UP AND PRODUCING SMOKE  AND BLUE SPARK INITIALLY,Class 2,POINT (390191.60032207554 284266.41784137883),0.46276283,2.87,2.87,0.4021738764243674
C021,PRL,FW006682-01022023,2023-02-01 15:46:11.390,SSC,2023-02-01 15:48:03.393,2023-02-01 15:50:03.397,2023-02-01 15:53:53.553,2023-02-01 16:28:09.237,Woodgate Valley,C02,FLOODING AFFECTING ELECTRICS,,PUMPING,Pumping,4,1,Initial Response,52.4533698937287,-2.00027981562742,WATER LEAK WHICH IS AFFECTING THE ELECTRICS  DISABLED WOMAN LIVES AT THE ADDRESS,Class 3,POINT (400077.5948085496 283933.34089220705),0.407521,3.51,3.51,0.6340579732053797
C095,BRV,FW006687-01022023,2023-02-01 16:28:55.680,SEC,2023-02-01 16:30:11.817,2023-02-01 16:33:05.983,2023-02-01 16:37:04.340,2023-02-01 16:47:49.800,Hay Mills,C09,SECONDARY FIRE,,TBRV,Pumping,3,1,Initial Response,52.465293351252,-1.81128546023001,LITTER BIN ON FIRE  NEAR TO SWAN ISLAND,Class 2,POINT (412917.6305640154 285276.3818998955),0.33167005,2.97,2.97,0.4384058124376582
A055,BRV,FW006695-01022023,2023-02-01 16:59:23.043,SEC,2023-02-01 17:01:05.540,2023-02-01 17:02:13.283,2023-02-01 17:07:31.510,2023-02-01 18:08:56.610,Perry Barr,A05,SECONDARY FIRE,,PUMPING,Pumping,3,1,Initial Response,52.5340808697266,-1.91883025418149,risk based crewing 3  LOTS OF  SMOKE IN AREA  FIRE IN   OPEN  FROM ONE OF HOUSES NEAR BY,Class 2,POINT (405602.6673442482 292914.280835062),0.81815565,3.5,3.5,0.6304347882424051
C075,BRV,FW006697-01022023,2023-02-01 17:03:06.163,SEC,2023-02-01 17:04:53.153,2023-02-01 17:05:11.310,2023-02-01 17:09:51.377,2023-02-01 17:26:18.960,Ladywood,C07,SECONDARY FIRE,,PUMPING,Pumping,3,1,Initial Response,52.474741970462,-1.96173698285313,FIRE IN GARDEN - AT TOP NEAR SANDON ROAD,Class 2,POINT (402695.6015535218 286311.33606337564),0.63083315,3.73,3.73,0.7137681287743669
C021,PRL,FW006701-01022023,2023-02-01 17:11:01.887,SSC,2023-02-01 17:12:28.347,2023-02-01 17:13:48.817,2023-02-01 17:20:20.290,2023-02-01 17:33:31.967,Woodgate Valley,C02,CARBON MONOXIDE,,PUMPING,Pumping,4,2,Initial Response,52.444343455667,-1.95242089080283,"CALL CAME FROM NORTH  WEST    ALARM NEXT  TO BOILER  ALARM IS SOUNDING   OCCUPIER HAS BEEN ADVISED TO LEAVE  BUT   DONT  THINK SHE  HAS   LADY  SOUNDS  CONFUSED   NORTH WEST  English word log - to log something, make a log of something 0210",Class 3,POINT (403330.611966062 282930.367712819),0.73648864,2.9,2.9,0.413043517696835
C041,PRL,FW006701-01022023,2023-02-01 17:11:01.887,SSC,2023-02-01 17:12:28.347,2023-02-01 17:13:32.803,2023-02-01 17:19:54.190,2023-02-01 17:44:01.797,Bournbrook,C04,CARBON MONOXIDE,,PUMPING,Pumping,5,1,Initial Response,52.444343455667,-1.95242089080283,"CALL CAME FROM NORTH  WEST    ALARM NEXT  TO BOILER  ALARM IS SOUNDING   OCCUPIER HAS BEEN ADVISED TO LEAVE  BUT   DONT  THINK SHE  HAS   LADY  SOUNDS  CONFUSED   NORTH WEST  English word log - to log something, make a log of something 0210",Class 4,POINT (403330.611966062 282930.367712819),0.73648864,2.9,2.9,0.413043517696835
A025,BRV,FW006710-01022023,2023-02-01 17:54:21.770,RTC,2023-02-01 17:56:05.920,2023-02-01 17:57:37.203,2023-02-01 18:01:21.877,2023-02-01 18:02:08.970,Aston,A02,RTC PR,,PUMPING,Pumping,3,3,Initial Response,52.4943922350381,-1.90893164179932,*A025 risk based crewing 2* 1 LADY TRAPPED BY WELL STREET 2 CARS 1 FEMALE HAS BACK AND NECK PAIN POLICE EN ROUTE,Class 2,POINT (406279.6601891901 288500.3609719455),0.9830921,3.6,3.6,0.6666666378721522
C071,PRL,FW006710-01022023,2023-02-01 17:54:21.770,RTC,2023-02-01 17:55:42.027,2023-02-01 17:56:24.817,2023-02-01 18:00:42.297,2023-02-01 18:01:30.940,Ladywood,C07,RTC PR,,PUMPING,Pumping,4,1,Initial Response,52.4943922350381,-1.90893164179932,*A025 risk based crewing 2* 1 LADY TRAPPED BY WELL STREET 2 CARS 1 FEMALE HAS BACK AND NECK PAIN POLICE EN ROUTE,Class 3,POINT (406279.6601891901 288500.3609719455),0.9830921,3.6,3.6,0.6666666378721522
C075,BRV,FW006710-01022023,2023-02-01 17:54:21.770,RTC,2023-02-01 17:55:42.040,2023-02-01 17:55:53.367,2023-02-01 18:00:34.057,2023-02-01 18:01:25.287,Ladywood,C07,RTC PR,,PUMPING,Pumping,3,2,Initial Response,52.4943922350381,-1.90893164179932,*A025 risk based crewing 2* 1 LADY TRAPPED BY WELL STREET 2 CARS 1 FEMALE HAS BACK AND NECK PAIN POLICE EN ROUTE,Class 2,POINT (406279.6601891901 288500.3609719455),0.9830921,3.6,3.6,0.6666666378721522
C071,PRL,FW006717-01022023,2023-02-01 18:11:20.020,SSC,2023-02-01 18:12:22.970,2023-02-01 18:12:59.250,2023-02-01 18:17:12.250,2023-02-01 19:07:45.747,Ladywood,C07,CARBON MONOXIDE,,PUMPING,Pumping,5,1,Initial Response,52.4927482885225,-1.91052569081894,CARBON MONOXIDE ACTUATING IN THE STORAGE ROOM NEXT TO THE BOILER  ,Class 4,POINT (406171.65827886894 288317.3612997493),0.9830921,3.6,3.6,0.6666666378721522
C041,PRL,FW006723-01022023,2023-02-01 18:56:06.100,FAE,2023-02-01 18:58:54.997,2023-02-01 19:00:05.813,2023-02-01 19:06:53.860,2023-02-01 19:25:35.150,Bournbrook,C04,ALARMS SLEEPING NON MANAGED,,PUMPING,Pumping,5,5,Initial Response,52.4747372522732,-1.90517373858146,MAIN FIRE AALRMS,Class 4,POINT (406537.6647597705 286314.38083537074),0.8645428,3.65,3.65,0.6847826490705693
C011,PRL,FW006723-01022023,2023-02-01 18:56:06.100,FAE,2023-02-01 18:58:54.983,2023-02-01 19:00:15.113,2023-02-01 19:04:25.467,2023-02-01 19:30:57.513,Highgate,C01,ALARMS SLEEPING NON MANAGED,,PUMPING,Pumping,5,4,Initial Response,52.4747372522732,-1.90517373858146,MAIN FIRE AALRMS,Class 4,POINT (406537.6647597705 286314.38083537074),0.8645428,3.65,3.65,0.6847826490705693
C075,BRV,FW006723-01022023,2023-02-01 18:56:06.100,FAE,2023-02-01 18:58:54.967,2023-02-01 18:59:52.720,2023-02-01 19:02:44.010,2023-02-01 19:35:30.150,Ladywood,C07,ALARMS SLEEPING NON MANAGED,,PUMPING,Pumping,3,2,Initial Response,52.4747372522732,-1.90517373858146,MAIN FIRE AALRMS,Class 2,POINT (406537.6647597705 286314.38083537074),0.8645428,3.65,3.65,0.6847826490705693
C012,PRL,FW006723-01022023,2023-02-01 18:56:06.100,FAE,2023-02-01 18:58:54.967,2023-02-01 18:59:47.730,2023-02-01 19:04:19.177,2023-02-01 19:30:46.690,Highgate,C01,ALARMS SLEEPING NON MANAGED,,PUMPING,Pumping,5,3,Initial Response,52.4747372522732,-1.90517373858146,MAIN FIRE AALRMS,Class 4,POINT (406537.6647597705 286314.38083537074),0.8645428,3.65,3.65,0.6847826490705693
A025,BRV,FW006725-01022023,2023-02-01 18:59:45.057,FAE,2023-02-01 19:00:33.153,2023-02-01 19:01:16.080,2023-02-01 19:10:30.253,2023-02-01 19:27:59.753,Aston,A02,ALARMS SLEEPING NON MANAGED,,PUMPING,Pumping,2,1,Initial Response,52.4953303231714,-1.91311280883537,MAIN ALARM PANEL,Class 1,POINT (405995.6549871753 288604.3567905241),0.8996301,3.64,3.64,0.6811594641075944
A065,BRV,FW006732-01022023,2023-02-01 19:20:59.607,FAE,2023-02-01 19:22:32.783,2023-02-01 19:23:31.063,2023-02-01 19:35:48.710,2023-02-01 19:36:13.433,Ward End,A06,ALARMS SLEEPING NON MANAGED,,PUMPING,Pumping,3,1,Initial Response,52.5049089045162,-1.87727945257883,CALLER FROM FLAT 17  4 FLOORS TO BLOCK  NO SIGNS OF SMOKE OR FIRE  *A065 risk based crewing 3*,Class 2,POINT (408426.6892512962 289673.36866427143),0.8689643,3.56,3.56,0.6521738980202534
C061,PRL,FW006736-01022023,2023-02-01 19:33:08.280,FAG,2023-02-01 19:35:31.103,2023-02-01 19:36:50.803,2023-02-01 19:40:39.087,2023-02-01 19:54:33.823,Northfield,C06,FIRE,,PUMPING,Pumping,5,3,Initial Response,52.4535940620133,-1.98799255090102,LANDLORD HAS CALLED TENANT HAS BEEN SERVED AN EVICTION NOTICE AND IS THREATENING TO SET FIRE TO THE HOUSE NEIGHBOURS CAN SEE FLAMES OR CANDLES IN THE PROPERTY,Class 4,POINT (400912.59219611244 283958.3427073046),0.6638589,3.88,3.88,0.7681159896025311
C021,PRL,FW006736-01022023,2023-02-01 19:33:08.280,FAG,2023-02-01 19:35:31.073,2023-02-01 19:37:15.327,2023-02-01 19:40:28.990,2023-02-01 20:09:03.313,Woodgate Valley,C02,FIRE,,PUMPING,Pumping,4,1,Initial Response,52.4535940620133,-1.98799255090102,LANDLORD HAS CALLED TENANT HAS BEEN SERVED AN EVICTION NOTICE AND IS THREATENING TO SET FIRE TO THE HOUSE NEIGHBOURS CAN SEE FLAMES OR CANDLES IN THE PROPERTY,Class 3,POINT (400912.59219611244 283958.3427073046),0.6638589,3.88,3.88,0.7681159896025311
C065,BRV,FW006736-01022023,2023-02-01 19:33:08.280,FAG,2023-02-01 19:35:31.087,2023-02-01 19:37:30.257,2023-02-01 19:40:46.483,2023-02-01 19:49:59.610,Northfield,C06,FIRE,,PUMPING,Pumping,2,2,Initial Response,52.4535940620133,-1.98799255090102,LANDLORD HAS CALLED TENANT HAS BEEN SERVED AN EVICTION NOTICE AND IS THREATENING TO SET FIRE TO THE HOUSE NEIGHBOURS CAN SEE FLAMES OR CANDLES IN THE PROPERTY,Class 1,POINT (400912.59219611244 283958.3427073046),0.6638589,3.88,3.88,0.7681159896025311
E071,PRL,FW006740-01022023,2023-02-01 19:50:16.917,SEC,2023-02-01 19:52:55.073,2023-02-01 19:53:26.040,2023-02-01 20:05:06.707,2023-02-01 20:41:13.113,Bilston,E07,SECONDARY FIRE,PUMPING,PUMPING,Pumping,5,1,Initial Response,52.5258950519922,-2.09904971459651,FIRE IN WRENS NEST NATURE RESERVE  CAN SEE LOTS OF SMOKE,Class 4,POINT (393376.61994785944 292005.3134837555),0.69362444,3.89,3.89,0.7717391745655058
D031,PRL,FW006750-01022023,2023-02-01 20:25:48.777,FAE,2023-02-01 20:28:05.783,2023-02-01 20:28:34.277,2023-02-01 20:38:56.037,2023-02-01 20:53:02.060,Haden Cross,D03,CARBON MONOXIDE,PUMPING,PUMPING,Pumping,5,1,Initial Response,52.5256522016277,-2.09919656051874,TWO CARBON MONOXIDE ALARMS SOUNDING  ,Class 4,POINT (393366.61996284244 291978.3136252323),0.69362444,3.89,3.89,0.7717391745655058
C085,BRV,FW006751-01022023,2023-02-01 20:28:16.443,SEC,2023-02-01 20:30:07.607,2023-02-01 20:31:08.317,2023-02-01 20:34:21.967,2023-02-01 20:48:38.530,Billesley,C08,SECONDARY FIRE,,PUMPING,Pumping,3,1,Initial Response,52.4139736063605,-1.88473550848573,NEAR THE ROUNDABOUT  LOTS OF FLAMES AND SMOKE COMING FROM A GARDEN  DONT KNOW THE EXACT HOUSE NUMBER - CALLER WAS DRIVING BY,Class 2,POINT (407936.55913078424 279557.4151814897),0.53546065,--,--,0.5199768343213695
A055,BRV,FW006752-01022023,2023-02-01 20:32:13.353,SSC,2023-02-01 20:35:14.067,2023-02-01 20:37:02.970,2023-02-01 20:43:14.993,2023-02-01 20:52:31.327,Perry Barr,A05,ASSIST AMBULANCE,,PUMPING,Pumping,3,1,Initial Response,52.5379979762544,-1.92899606661528,ambulance in attendance - GAIN ACCESS REQUIRED EMAIL FROM CHILDLINE STATING THEY WANTED TO KILL THEMSELVES,Class 2,POINT (404912.66445804975 293349.27616587287),0.55694485,3.73,3.73,0.7137681287743669
A041,PRL,FW006753-01022023,2023-02-01 20:31:58.193,FAE,2023-02-01 20:33:54.407,2023-02-01 20:34:25.590,2023-02-01 20:38:30.010,2023-02-01 20:51:25.497,Erdington,A04,ALARMS SLEEPING NON MANAGED,PUMPING,PUMPING,Pumping,5,1,Initial Response,52.5431110828771,-1.84961436276016,NO SMOKE OR FIRE,Class 4,POINT (410295.5363356025 293926.3322195437),0.71977097,2.09,2.09,0.11956519016170919
A065,BRV,FW006754-01022023,2023-02-01 20:48:58.993,FDR,2023-02-01 20:50:26.403,2023-02-01 20:52:44.787,2023-02-01 20:56:56.600,2023-02-01 21:06:43.437,Ward End,A06,SECONDARY FIRE,,PUMPING,Pumping,3,1,Initial Response,52.4901234826179,-1.8802365642205,CONTAINER ON FIRE IN BACK GARDEN,Class 2,POINT (408228.69218899735 288028.38717255765),0.94398546,3.6,3.6,0.6666666378721522
D051,PRL,FW006757-01022023,2023-02-01 21:00:47.090,FAE,2023-02-01 21:07:56.593,2023-02-01 21:08:51.477,2023-02-01 21:13:50.340,2023-02-01 21:29:14.977,Stourbridge,D05,SMOKE DETECTOR,PUMPING,PUMPING,Pumping,5,1,Initial Response,52.4779160469777,-2.16351854446553,SMOKE DETECTOR- HEARING IMPAIRED ALARM- HARD OF HEARING  DEVICE IS HISSING- LIGHT IS BIGGER ON THE UNIT ON WALL ITS CONNECTED TO  CANT SEE SMOKE OR FIRE,Class 4,POINT (388990.60269162606 286676.4142539731),0.45779973,--,--,0.5199768343213695
C071,PRL,FW006761-01022023,2023-02-01 21:25:46.093,FAE,2023-02-01 21:26:55.467,2023-02-01 21:27:26.843,,2023-02-01 21:37:04.947,Ladywood,C07,ALARMS SLEEPING NON MANAGED,,PUMPING,Pumping,5,2,Initial Response,52.4882282584569,-1.96621704997592,SMOKE DETECTOR IN SHELTERED HOUSING NO SPEECH CONTACT,Class 4,POINT (402390.5956593007 287811.3222560438),0.7492587,3.58,3.58,0.6594202679462027
C031,PRL,FW006761-01022023,2023-02-01 21:25:46.093,FAE,2023-02-01 21:26:55.450,2023-02-01 21:27:53.133,2023-02-01 21:30:19.337,2023-02-01 21:42:29.177,Smethwick,C03,ALARMS SLEEPING NON MANAGED,,PUMPING,Pumping,5,1,Initial Response,52.4882282584569,-1.96621704997592,SMOKE DETECTOR IN SHELTERED HOUSING NO SPEECH CONTACT,Class 4,POINT (402390.5956593007 287811.3222560438),0.7492587,3.58,3.58,0.6594202679462027
A021,PRL,FW006762-01022023,2023-02-01 21:25:17.053,FAE,2023-02-01 21:27:49.460,,,2023-02-01 21:29:27.323,Aston,A02,ALARMS SLEEPING NON MANAGED,PUMPING,PUMPING,Pumping,4,1,Initial Response,52.5073308620488,-1.89019377112981,MAIN PANEL  MNO CONTACT WITH  KEY SAFE NOTICE BOARD IN THE HALL REMOTE ACCESS PULL CORDIS ATTACHED BOARD,Class 3,POINT (407549.6888645309 289941.35485521326),0.9462626,3.6,3.6,0.6666666378721522
A021,PRL,FW006762-01022023,2023-02-01 21:25:17.053,FAE,2023-02-01 21:29:36.767,2023-02-01 21:30:29.557,2023-02-01 21:33:46.713,2023-02-01 21:45:36.807,Aston,A02,ALARMS SLEEPING NON MANAGED,,PUMPING,Pumping,4,2,Initial Response,52.5073308620488,-1.89019377112981,MAIN PANEL  MNO CONTACT WITH  KEY SAFE NOTICE BOARD IN THE HALL REMOTE ACCESS PULL CORDIS ATTACHED BOARD,Class 3,POINT (407549.6888645309 289941.35485521326),0.9462626,3.6,3.6,0.6666666378721522
C065,BRV,FW006767-01022023,2023-02-01 22:14:55.737,SSC,2023-02-01 22:19:21.857,2023-02-01 22:20:56.210,2023-02-01 22:28:39.713,2023-02-01 22:41:10.683,Northfield,C06,LOCK IN/OUT,,PUMPING,Pumping,2,1,Initial Response,52.4064737414864,-1.90236514827351,"*risk based crewing 3* SOMEONE HAS LOCKED OUTSIDE THEIR PROPERTY AND GAS IS ON  LEFT BOILING EGGS ON GAS COOKER WENT OUTSIDE AND DOOR SHURT BEHIND THEM  KEY INSIDE police English word log - to log something, make a log of something 4383 RECONTACTED CALLER TO MAKE THEM AWARE THAT IF COOKER ISNT ON AND NO FIRE RISK IN PREMISES THIS WOULD BE CHARGEABLE  CONFIRMED COOKER IS ON",Class 1,POINT (406738.5453969665 278721.4071338951),0.3336315,--,--,0.5199768343213695
B055,BRV,FW006768-01022023,2023-02-01 22:17:19.813,RTC,2023-02-01 22:19:43.227,2023-02-01 22:20:43.357,2023-02-01 22:25:11.220,2023-02-01 22:36:56.440,Foleshill,B05,RTC,,PUMPING,Pumping,3,1,Initial Response,52.416917156542,-1.46043909763756,"risk based crewing 3 2 CAR road traffic Collison ON THE CROSSROADS  VEHICLE LEAKING FLUID FROM ENGINE  POLICE English word log - to log something, make a log of something 4377 EN ROUTE  ambulance ON SCENE EVERYONE IS OUT OF THE VEHICLES",Class 2,POINT (436793.4374014727 280015.0351685225),0.75886947,2.85,2.85,0.3949275064984181
C081,PRL,FW006770-01022023,2023-02-01 22:27:38.067,FAE,2023-02-01 22:29:45.023,2023-02-01 22:30:44.827,2023-02-01 22:32:39.120,2023-02-01 22:44:16.697,Billesley,C08,FIRE,PUMPING,PUMPING,Pumping,5,1,Initial Response,52.4339023376143,-1.85786960812529,ALARM COMPANY HAS SPOKEN TO SITE AND THEY HAVE ADVISED SHE CAN SEE SMOKE ON PREMISES BUT CANT SEE WHERE SMOKE IS COMING FROM ,Class 4,POINT (409759.5955296544 281777.40211118245),0.34877852,2.75,2.75,0.3586956568686709
C012,PRL,FW006770-01022023,2023-02-01 22:27:38.067,FAE,2023-02-01 22:29:45.040,2023-02-01 22:30:30.607,,2023-02-01 22:36:03.327,Highgate,C01,FIRE,,PUMPING,Pumping,4,2,Initial Response,52.4339023376143,-1.85786960812529,ALARM COMPANY HAS SPOKEN TO SITE AND THEY HAVE ADVISED SHE CAN SEE SMOKE ON PREMISES BUT CANT SEE WHERE SMOKE IS COMING FROM ,Class 3,POINT (409759.5955296544 281777.40211118245),0.34877852,2.75,2.75,0.3586956568686709
A055,BRV,FW006772-01022023,2023-02-01 22:46:15.267,SEC,2023-02-01 22:47:36.067,2023-02-01 22:49:04.043,2023-02-01 22:52:09.487,2023-02-01 22:54:53.550,Perry Barr,A05,SECONDARY FIRE,,PUMPING,Pumping,3,1,Initial Response,52.5572817082163,-1.88396292316597,*risk based crewing 2* CALL FROM MR GLOVER 3 COOKSEY LANE YOUTHS HAVE SET FIRE TO BIN OUTSIDE ON FOOTPATH NEXT TO BUS STOP  LITTER BIN ,Class 2,POINT (407963.5629590548 295498.30862127873),0.49022377,3.25,3.25,0.5398550777844937
D031,PRL,FW006773-01022023,2023-02-01 23:12:08.677,FDR,2023-02-01 23:13:50.313,2023-02-01 23:14:32.443,2023-02-01 23:21:19.833,2023-02-02 00:29:19.343,Haden Cross,D03,SMELL OF BURNING,PUMPING,PUMPING,Pumping,5,1,Initial Response,52.4715609165951,-2.08631122093937,SMOKE DETECTOR ACTUATING IN FLAT 24 SMELL OF BURNING  2 FLOORS TO BLOCK,Class 4,POINT (394233.6117898686 285960.3326486718),0.466393,2.42,2.42,0.2391304667069617
D051,PRL,FW006773-01022023,2023-02-01 23:12:08.677,FDR,2023-02-01 23:13:50.327,2023-02-01 23:14:52.357,2023-02-01 23:23:13.030,2023-02-02 00:00:30.967,Stourbridge,D05,SMELL OF BURNING,,PUMPING,Pumping,5,2,Initial Response,52.4715609165951,-2.08631122093937,SMOKE DETECTOR ACTUATING IN FLAT 24 SMELL OF BURNING  2 FLOORS TO BLOCK,Class 4,POINT (394233.6117898686 285960.3326486718),0.466393,2.42,2.42,0.2391304667069617
B055,BRV,FW006778-01022023,2023-02-01 23:51:29.357,SEC,2023-02-01 23:52:22.933,2023-02-01 23:53:24.267,2023-02-01 23:56:01.573,2023-02-02 00:05:45.750,Foleshill,B05,SECONDARY FIRE,,PUMPING,Pumping,3,1,Initial Response,52.43110485519,-1.5038603139947,BIN ON FIRE  *B055 risk based crewing 3*,Class 2,POINT (433829.4834707916 281572.1265320958),0.748582,2.93,2.93,0.42391307258575917
C065,BRV,FW006781-02022023,2023-02-02 00:04:08.090,SSC,2023-02-02 00:07:01.247,2023-02-02 00:08:42.327,2023-02-02 00:13:34.103,2023-02-02 00:26:40.647,Northfield,C06,LOCK IN/OUT,,PUMPING,Pumping,2,1,Initial Response,52.4401346141766,-1.9487771191858,HANDLE HAS BROKEN ON THE DOOR - ONE PERSON STUCK IN THE ROOM ON THE TOP FLOOR 3 STOREY HOUSE  ,Class 1,POINT (403578.6096591379 282462.37263631314),0.5564589,3.36,3.36,0.5797101123772155
B051,PRL,FW006785-02022023,2023-02-02 00:32:33.830,FAE,2023-02-02 00:33:32.670,2023-02-02 00:34:38.177,2023-02-02 00:36:49.597,2023-02-02 00:55:36.913,Foleshill,B05,ALARMS SLEEPING NON MANAGED,,PUMPING,Pumping,4,1,Initial Response,52.4316771386839,-1.48215938921489,BIN ROOM FIRE ALARM,Class 3,POINT (435304.4905884365 281646.07808998995),0.73987633,3.35,3.35,0.5760869274142408
C021,PRL,FW006788-02022023,2023-02-02 01:53:05.937,FAG,2023-02-02 01:54:57.037,2023-02-02 01:56:55.950,2023-02-02 01:59:26.197,2023-02-02 02:11:10.100,Woodgate Valley,C02,HOUSE FIRE,,PUMPING,Pumping,4,1,Initial Response,52.4613962771188,-1.97979260941314,DROPPED CIGARETTE DOWN CHAIR  ELDERY LADY SMELL SMOKE THINKS CHAIR IS GETTING WARM NO SMOKE OR FIRE,Class 3,POINT (401469.592855668 284826.3386084869),0.6620756,3.88,3.88,0.7681159896025311
